seq_name,fps,duration,w,h,bitrate,codec,preset,vmaf,psnr_y,float_ssim,real,user,sys,actual_bitrate
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,16000,libaom-av1,4,84.49155094824712,36.737418212020046,0.971854116861436,29:13.32,4975.79,8.58,18616.95
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,20000,libx265,3,80.34820952921538,35.33770586143573,0.9737217813021706,1:43.22,405.55,2.60,19680.45
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,20000,libaom-av1,4,88.47427494991652,37.522511472454035,0.9783056393989978,16:58.83,2876.34,3.66,23330.39
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,24000,libx265,3,84.11707223706172,36.08110973288815,0.9791454707846402,1:51.20,436.88,2.85,23757.31
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,24000,libaom-av1,4,91.37808295993324,38.23167124540904,0.9828782838063438,36:57.75,6430.84,4.51,28042.52
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,28000,libx265,3,87.0606398380634,36.74654162938224,0.9830119666110182,1:52.48,460.02,2.87,27883.61
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,28000,libaom-av1,4,93.50374393322208,38.88328385809687,0.986327754590985,20:55.42,3562.53,4.41,33444.38
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,32000,libx265,3,89.3480578397329,37.34451539732892,0.985897118530885,1:57.53,487.17,2.92,31984.72
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,32000,libaom-av1,4,94.913377803005,39.48176965275462,0.9887956243739551,21:05.41,3594.40,4.32,38837.59
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,36000,libx265,3,91.15852501335556,37.89077368614362,0.988118666110184,1:57.75,504.49,2.82,36111.53
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,36000,libaom-av1,4,95.90670044574291,40.008833352253774,0.9906395575959938,20:30.12,3514.79,4.16,44117.61
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,40000,libx265,3,92.53931224019176,38.39691820534221,0.9898750283806361,0:49.73,492.30,2.91,40256.86
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,40000,libaom-av1,4,96.72680132888144,40.50332464941567,0.9921172454090145,18:59.14,3239.61,4.16,49065.16
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,8000,libx265,3,59.379472417362265,32.115083641068466,0.9324131686143565,1:17.27,288.94,2.47,7493.0
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,8000,libaom-av1,4,71.53806272954921,34.621309737896496,0.9481795409015022,15:04.15,2438.18,3.92,9641.17
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,12000,libsvtav1,4,81.63377442570952,35.65850470116867,0.9702028547579301,5:04.08,1147.88,10.95,14728.32
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,16000,libsvtav1,4,86.50078200667768,36.63045837228712,0.9775864958263759,3:43.50,844.67,6.75,19230.61
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,20000,libsvtav1,4,89.38034921202008,37.347569636060086,0.9817508030050077,4:11.85,947.35,8.31,23171.88
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,24000,libsvtav1,4,92.23906975125212,38.10461860934889,0.9858928230383979,4:28.47,1009.03,10.15,28191.16
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,28000,libsvtav1,4,93.98832754590993,38.74993432888146,0.9884842136894834,4:53.38,1106.25,8.41,32931.98
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,32000,libsvtav1,4,95.29207173789652,39.33524315358932,0.9904250267111853,5:04.23,1148.36,8.02,37764.69
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,36000,libsvtav1,4,96.24099368948242,39.84260569782974,0.9917799131886472,5:12.12,1179.75,8.10,42416.47
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,40000,libsvtav1,4,97.03316910851416,40.32603096160264,0.9929261085141897,6:00.83,1356.72,10.45,47221.75
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,8000,libsvtav1,4,72.87444057262104,34.349209667779625,0.9541594156928205,5:00.12,1138.36,8.91,9540.1
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,12000,libx265,1,75.03146661268778,33.765500976627706,0.9572276143572617,15:59.18,5517.14,3.23,11599.99
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,12000,libaom-av1,0,80.3054396828047,36.05761045909852,0.9653682086811352,31:30:51,328573.46,24.05,13543.49
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,16000,libx265,1,81.73882273121876,34.8998504040067,0.9696540133555928,15:49.60,6088.71,3.36,15774.73
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,16000,libaom-av1,0,83.67210170809795,35.942115841807905,0.9710717589453862,35:12:36,371300.15,302.81,15109.59
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,20000,libx265,1,86.48829142570952,35.85464794323872,0.9774065058430723,18:02.51,6846.66,3.45,19963.13
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,20000,libaom-av1,0,88.90195131264369,36.69574464827586,0.9790578183908054,33:08:35,351953.94,20.75,17418.0
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,24000,libx265,1,89.87903628046745,36.675527535893174,0.9825243088480794,18:52.87,7344.84,3.66,24144.22
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,24000,libaom-av1,0,93.23295803892955,37.915365849148415,0.9852265182481743,33:56:39,353778.96,49.91,20355.98
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,32000,libx265,1,93.8052013038397,38.050306601001644,0.9887194724540902,9:53.16,5281.18,2.11,32513.15
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,32000,libaom-av1,0,95.19473144908186,39.88102794657768,0.9898635492487483,50:44:17,492171.60,52.53,38695.95
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,12000,libx265,2,75.52357757929887,33.92228594323876,0.9604079015025043,3:21.30,864.85,2.78,11523.65
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,12000,libaom-av1,2,80.3104499265442,35.94602185809681,0.9650350083472454,1:25:12,14288.06,7.61,13786.64
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,16000,libx265,2,82.08700717362271,35.01257369449086,0.9717057929883145,3:05.78,994.42,2.79,15621.93
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,16000,libaom-av1,2,85.57942436060095,36.893698899833026,0.9737706060100161,1:43:37,17630.94,8.03,18247.09
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,20000,libx265,2,86.66731134891485,35.92107757762942,0.9787299499165275,3:18.19,1078.17,2.76,19738.6
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,20000,libaom-av1,2,89.46453893656096,37.706117751252094,0.9798496310517545,4:39:37,16758.88,5.24,22888.73
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,24000,libx265,2,89.90509462270451,36.70192724540902,0.9833216677796331,3:22.94,1146.07,2.75,23878.03
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,24000,libaom-av1,2,92.27964731719536,38.430589173622735,0.9842217429048424,2:01:57,21303.90,6.74,27718.19
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,28000,libx265,2,92.16953459599333,37.3843785409015,0.9865598480801324,3:29.01,1208.90,2.99,28013.87
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,28000,libaom-av1,2,94.12670453422372,39.125145449081764,0.9873676761268777,2:07:36,19904.18,7.74,33003.58
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,32000,libx265,2,93.70406873288816,37.99997759766271,0.9889218013355585,2:16.63,1336.32,5.82,32164.4
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,32000,libaom-av1,2,95.44478498330544,39.72396223038398,0.9897074540901496,2:12:53,23330.00,16.34,38047.21
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,36000,libx265,2,94.92256985308843,38.56904103171958,0.9908112070116861,1:21.49,822.54,1.76,36295.01
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,36000,libaom-av1,2,96.38176057429054,40.26892227212016,0.991402265442405,5:51:02,18240.69,3.96,43179.34
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,40000,libx265,2,95.80671235893163,39.07684046744576,0.9921699983305512,1:24.06,852.99,1.91,40449.93
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,40000,libaom-av1,2,97.172214736227,40.772388190317194,0.992801040066779,2:03:01,19133.81,3.97,48132.1
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,8000,libx265,2,65.8295941085142,32.55337395826379,0.9403126310517532,3:07.57,745.72,2.77,7490.16
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,8000,libaom-av1,2,72.14990723205341,34.750179993322206,0.949225330550918,1:13:06,11846.57,8.85,9328.33
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,12000,libsvtav1,2,79.11600844240401,35.44229677629377,0.9655198831385646,16:27.42,3784.04,10.79,12588.14
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,16000,libsvtav1,2,84.49650315525876,36.39456458931551,0.9742302020033395,16:49.32,3876.32,10.66,16833.09
